smiles,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,rtb,Molecular Weight,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,pChEMBL Value
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3F)c1N)c1cc-2ccn1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,5.72,4.0,4.99,4.99,12.4,834.1,8.0,11.0,4.0,5.0,43.0,0.0,606.06,605.1954,3.0,2.0,153.26,0.23,4.0,834.1,13.97,0.27,2.75,5.53,8.47
C[C@]1(c2ccccc2)C[C@@H](c2cc(NC(=O)C3CC3)cc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,5.65,4.0,2.88,2.88,3.49,587.68,5.0,9.0,6.0,8.0,44.0,0.5,587.68,587.2533,3.0,3.0,171.39,0.11,8.0,587.68,15.56,0.28,3.49,5.33,9.14
NCc1ccc(C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)cc1,4.36,5.0,1.77,3.26,10.19,485.98,5.0,8.0,5.0,7.0,35.0,1.0,485.98,485.1731,1.0,0.0,138.5,0.23,7.0,485.98,18.39,0.35,4.58,6.45,8.94
Nc1n[nH]c2cc(C(=O)N[C@@H](Cc3ccccc3)c3nc(-c4ccc5c(N)n[nH]c5c4)c(Cl)[nH]3)ccc12,4.36,6.0,3.48,3.48,10.14,511.98,6.0,10.0,6.0,8.0,37.0,0.0,511.98,511.1636,2.0,2.0,167.18,0.19,6.0,511.98,14.13,0.27,2.88,4.33,7.24
Nc1n[nH]c2cc(-c3nc([C@H](Cc4ccccc4)NC(=O)[C@H]4CC[C@H](C(N)=O)CC4)[nH]c3Cl)ccc12,3.88,4.0,3.07,3.07,10.14,506.01,5.0,9.0,5.0,7.0,36.0,0.0,506.01,505.1993,2.0,1.0,155.57,0.26,7.0,506.01,10.94,0.21,1.66,3.56,5.54
CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc([C@@H]2C[C@](C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,5.26,4.0,2.1,2.1,3.49,561.64,5.0,9.0,6.0,8.0,42.0,0.5,561.64,561.2376,3.0,3.0,171.39,0.13,7.0,561.64,16.02,0.29,3.74,5.25,9.0
N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1cc(N)cc(-c3ccccc3C(=O)O)c1)N2,5.61,4.0,2.89,2.89,3.35,462.55,4.0,6.0,5.0,7.0,35.0,0.5,462.55,462.2056,2.0,1.0,125.22,0.15,5.0,462.55,17.55,0.32,2.51,6.48,8.12
CC(=O)Nc1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,6.16,4.0,3.25,3.25,3.52,518.62,4.0,7.0,5.0,6.0,39.0,0.5,518.62,518.2318,3.0,2.0,128.3,0.15,6.0,518.62,13.42,0.24,0.8,5.42,6.96
C[C@]1(c2ccccc2)C[C@@H](c2cccc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,5.3,4.0,2.87,2.87,3.5,504.59,4.0,7.0,5.0,7.0,38.0,0.5,504.59,504.2161,3.0,2.0,142.29,0.18,6.0,504.59,17.49,0.32,3.52,6.2,8.82
CC(C)CNC(=O)c1ccc(-c2cccc([C@@H]3C[C@H](c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,6.41,4.0,4.03,4.03,3.5,546.67,4.0,7.0,5.0,6.0,41.0,0.5,546.67,546.2631,3.0,2.0,128.3,0.13,8.0,546.67,13.97,0.25,1.23,5.95,7.64
N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1ccccc1-c1ccc(C(=O)O)cc1)N2,6.02,4.0,3.72,3.72,4.06,447.54,3.0,5.0,4.0,5.0,34.0,0.5,447.54,447.1947,1.0,1.0,99.2,0.22,5.0,447.54,12.56,0.23,-0.4,5.67,5.62
COC(=O)Nc1ccc2c(c1)NC(=O)/C=C\CC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.04,4.0,3.33,3.33,12.27,574.0,9.0,13.0,4.0,4.0,41.0,0.0,574.0,573.164,2.0,1.0,168.81,0.26,5.0,574.0,13.27,0.25,3.58,4.51,7.62
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3cccc(CC(N)=O)c3)c[nH]2)CC1.O=C(O)C(F)(F)F,3.27,3.0,0.28,2.9,12.63,573.62,4.0,7.0,4.0,6.0,34.0,1.0,459.59,459.2634,1.0,0.0,126.89,0.39,9.0,573.62,13.63,0.25,2.99,4.94,6.26
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc(CC(=O)O)cc3)c[nH]2)CC1.O=C(O)C(F)(F)F,3.87,3.0,1.44,1.44,3.91,574.6,4.0,7.0,4.0,5.0,34.0,0.5,460.58,460.2474,0.0,0.0,121.1,0.39,9.0,574.6,14.82,0.27,2.95,5.63,6.82
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(NS(N)(=O)=O)c2)ccc1OC(C)C,4.09,4.0,0.96,2.13,10.63,578.7,8.0,11.0,5.0,7.0,41.0,1.0,578.7,578.2311,3.0,1.0,170.69,0.17,12.0,578.7,8.57,0.17,0.87,2.91,4.96
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1noc(-c3cccc(Cl)c3F)c1C)c1cc-2ccn1,6.91,4.0,5.83,5.83,11.75,606.05,7.0,10.0,3.0,3.0,43.0,0.0,606.05,605.1841,2.0,2.0,135.45,0.23,4.0,606.05,10.95,0.21,-0.27,4.9,6.64
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3)c1)c1cc-2ccn1,6.0,4.0,4.94,4.94,12.49,573.05,7.0,10.0,3.0,3.0,41.0,0.0,573.05,572.1939,2.0,2.0,127.24,0.28,4.0,573.05,11.83,0.23,0.78,5.33,6.78
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1c(F)cc(C)cc1F)c1cc-2ccn1,5.74,3.0,5.05,5.05,11.58,522.55,5.0,8.0,3.0,3.0,38.0,0.0,522.55,522.2079,2.0,2.0,109.42,0.41,3.0,522.55,14.06,0.26,1.61,6.71,7.35
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc-2ccn1.O=C(O)C(F)(F)F,5.19,4.0,4.4,4.4,12.72,715.09,9.0,12.0,3.0,3.0,43.0,0.0,601.07,600.2,3.0,2.0,153.02,0.26,5.0,715.09,16.21,0.31,4.55,6.37,9.74
O=C(O)c1ccc(NC(=O)[C@@H]2c3ccccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.79,4.0,0.9,3.96,4.16,528.96,7.0,10.0,2.0,2.0,38.0,-1.0,528.96,528.1313,1.0,1.0,130.31,0.36,6.0,528.96,15.1,0.29,4.2,6.13,7.99
O=C(O)c1ccc(NC(=O)[C@@H]2c3ccccc3CCN2C(=O)C#Cc2cc(Cl)ccc2-n2cnnn2)cc1,3.13,4.0,0.92,3.98,4.16,526.94,7.0,10.0,2.0,2.0,38.0,-1.0,526.94,526.1156,1.0,1.0,130.31,0.39,4.0,526.94,15.47,0.29,5.02,6.25,8.15
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CC[C@H](c3c(F)ccc(Cl)c3F)OC1=O)c1ccnc-2c1,7.24,3.0,5.95,5.95,12.53,599.03,6.0,9.0,2.0,2.0,42.0,0.0,599.03,598.1795,2.0,2.0,109.86,0.31,3.0,599.03,14.68,0.29,1.56,8.01,8.8
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CCC(c3c(F)ccc(Cl)c3F)CC1=O)c1cc-2ccn1,7.06,3.0,5.6,5.6,12.73,597.06,5.0,8.0,2.0,2.0,42.0,0.0,597.06,596.2002,2.0,2.0,100.63,0.32,3.0,597.06,15.15,0.29,1.99,8.99,9.05
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1nnn(-c3cccc(Cl)c3F)c1C)c1cc-2ccn1.Cl,5.84,4.0,5.29,5.29,11.76,642.52,8.0,11.0,3.0,3.0,43.0,0.0,606.06,605.1954,3.0,2.0,140.13,0.27,4.0,642.52,13.46,0.26,2.31,5.82,8.15
O=c1ccc2cc(Cl)ccc2[nH]1,2.18,2.0,2.2,2.2,13.91,179.61,1.0,2.0,1.0,1.0,12.0,0.0,179.61,179.0138,0.0,0.0,32.86,0.66,0.0,179.61,23.13,0.47,1.97,12.64,4.16
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)[nH]c(=O)c2)cc1,4.39,3.0,0.66,2.8,10.88,502.62,5.0,8.0,4.0,5.0,37.0,1.0,502.62,502.258,1.0,1.0,126.31,0.36,8.0,502.62,17.15,0.32,4.23,6.82,8.62
Cn1[nH]c2ccc(-c3ccnc(C(Cc4ccccc4)NC(=O)[C@H]4CC[C@H](CN)CC4)c3)cc2c1=O,4.09,4.0,1.84,3.74,9.8,483.62,5.0,7.0,3.0,4.0,36.0,1.0,483.62,483.2634,0.0,0.0,105.8,0.37,7.0,483.62,14.39,0.26,2.87,6.58,6.96
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc4c(N)ncnc4c3)ccn2)CC1,4.44,4.0,1.19,3.81,13.2,480.62,6.0,7.0,3.0,5.0,36.0,1.0,480.62,480.2638,0.0,0.0,119.81,0.36,7.0,480.62,16.65,0.3,3.56,6.68,8.0
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc4c(N)n[nH]c4c3)ccn2)CC1,4.37,4.0,1.06,3.68,13.29,468.61,5.0,7.0,4.0,6.0,35.0,1.0,468.61,468.2638,1.0,0.0,122.71,0.32,7.0,468.61,16.83,0.31,3.52,6.43,7.89
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccccc3)c(Cl)[nH]2)CC1,4.9,3.0,1.77,3.79,10.52,436.99,3.0,5.0,3.0,4.0,31.0,1.0,436.99,436.203,0.0,0.0,83.8,0.49,7.0,436.99,18.13,0.35,3.02,9.45,7.92
COC(=O)Nc1ccc(-c2nc([C@H](CC(=O)N3CCN(C(C)=O)CC3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,3.49,4.0,1.72,1.72,10.23,681.54,10.0,15.0,3.0,3.0,47.0,0.0,681.54,680.1778,2.0,1.0,180.33,0.22,9.0,681.54,13.53,0.27,5.73,5.11,9.22
COC(=O)Nc1ccc2c(c1)CCCCc1cccc(c1)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,6.53,5.0,6.76,6.76,10.24,657.56,8.0,11.0,3.0,3.0,46.0,0.0,657.56,656.1818,3.0,2.0,139.71,0.18,5.0,657.56,12.3,0.24,1.56,5.79,8.09
COC(=O)Nc1ccc2c(c1)CNC(=O)c1ccc(cc1)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.24,5.0,3.81,3.81,12.41,624.06,9.0,13.0,4.0,4.0,45.0,0.0,624.06,623.1796,2.0,1.0,168.81,0.21,5.0,624.06,8.32,0.16,0.95,3.08,5.19
Cc1c2c(nn1C)CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,2.83,4.0,-0.44,2.62,4.16,546.98,9.0,12.0,2.0,2.0,39.0,-1.0,546.98,546.1531,2.0,1.0,148.13,0.35,6.0,546.98,13.78,0.26,4.71,5.09,7.54
CC1(c2ccccc2)CC(c2cccc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,5.3,4.0,2.87,2.87,3.5,504.59,4.0,7.0,5.0,7.0,38.0,0.5,504.59,504.2161,3.0,2.0,142.29,0.18,6.0,504.59,12.83,0.23,1.17,4.55,6.47
CC1(c2ccccc2)CC(c2cccc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,5.3,4.0,2.87,2.87,3.5,504.59,4.0,7.0,5.0,7.0,38.0,0.5,504.59,504.2161,3.0,2.0,142.29,0.18,6.0,504.59,18.65,0.34,4.11,6.61,9.41
COC(=O)Nc1ccc(-c2c[nH]c([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)n2)cc1,5.0,5.0,4.99,4.99,12.5,569.03,8.0,11.0,3.0,3.0,41.0,0.0,569.03,568.1738,2.0,1.0,139.71,0.21,9.0,569.03,14.36,0.27,3.17,5.85,8.17
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)ncn2)cc1,4.49,3.0,1.51,4.13,12.74,487.6,6.0,8.0,3.0,4.0,36.0,1.0,487.6,487.2583,0.0,0.0,119.23,0.43,8.0,487.6,16.49,0.31,3.55,6.74,8.04
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2cc(-c3ccc4c(N)n[nH]c4c3)ccn2)CC1,4.37,4.0,1.06,3.68,13.29,468.61,5.0,7.0,4.0,6.0,35.0,1.0,468.61,468.2638,1.0,0.0,122.71,0.32,7.0,468.61,17.38,0.32,3.77,6.64,8.14
CCOC(=O)c1ccc(NC(=O)C2c3cccc(OCCC4CCN(C)CC4)c3CC(C)(C)N2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,6.3,4.0,4.36,6.2,12.51,744.27,10.0,12.0,1.0,1.0,53.0,1.0,744.27,743.2998,3.0,2.0,131.78,0.14,11.0,744.27,9.41,0.18,0.7,5.31,7.0
COC(=O)Nc1ccc2c(c1)NC(=O)CC(O)C(O)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,2.21,4.0,0.95,0.95,12.17,608.01,11.0,15.0,6.0,6.0,43.0,0.0,608.01,607.1695,3.0,3.0,209.27,0.18,5.0,608.01,11.05,0.21,4.51,3.21,6.72
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)c1ccc3c(c1)CCCN3)c1nc-2c[nH]1,4.6,3.0,3.14,3.14,12.25,502.58,6.0,10.0,5.0,5.0,37.0,0.0,502.58,502.2329,1.0,1.0,137.24,0.36,3.0,502.58,12.95,0.24,1.91,4.74,6.51
COC(=O)Nc1ccc2c(c1)NC(=O)CCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.66,4.0,3.77,3.77,12.23,590.04,9.0,13.0,4.0,4.0,42.0,0.0,590.04,589.1953,2.0,1.0,168.81,0.24,5.0,590.04,14.4,0.28,3.83,5.03,8.49
COC(=O)Nc1ccc(-c2nc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,5.65,5.0,5.31,5.31,10.23,603.47,8.0,11.0,3.0,3.0,42.0,0.0,603.47,602.1348,3.0,2.0,139.71,0.19,9.0,603.47,13.65,0.27,2.59,5.9,8.24
COC(=O)Nc1ccc2c(c1)OCCCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,5.75,4.0,4.87,4.88,9.84,611.49,9.0,12.0,3.0,3.0,42.0,0.0,611.49,610.1611,3.0,2.0,148.94,0.24,5.0,611.49,11.64,0.23,1.37,4.78,7.12
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](NC(=O)/C=C/c1cccc(Cl)c1)c1nc-2c(Cl)[nH]1,6.11,3.0,4.69,4.69,9.96,554.43,5.0,9.0,4.0,4.0,38.0,0.0,554.43,553.1284,2.0,2.0,125.21,0.23,4.0,554.43,14.51,0.29,1.94,6.43,8.05
CCOC(=O)C1CCCC[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2cc(ccn2)-c2ccc(NC(=O)OC)cc2N1,5.34,4.0,4.46,4.46,12.94,645.12,11.0,13.0,3.0,3.0,46.0,0.0,645.12,644.2262,3.0,3.0,162.25,0.18,7.0,645.12,9.68,0.19,0.9,3.85,6.24
CCOC(=O)[C@H]1CCCN(C(=O)c2cccc3c2CCN(C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)C3C(=O)Nc2ccc(C(=O)O)cc2)C1,4.21,4.0,0.93,3.99,4.16,712.16,10.0,14.0,2.0,2.0,51.0,-1.0,712.16,711.2208,2.0,1.0,176.92,0.19,9.0,712.16,11.54,0.22,4.01,4.65,8.22
N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1cccc(-c3ccc(C(=O)O)cc3C(=O)O)c1)N2,5.72,4.0,0.35,3.13,3.33,491.55,4.0,7.0,5.0,6.0,37.0,0.5,491.55,491.1845,2.0,1.0,136.5,0.17,6.0,491.55,17.11,0.31,2.69,6.16,8.41
COC(=O)Nc1ccc2c(c1)N[C@H](c1nn(N)cc1Cl)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.05,5.0,3.7,3.7,12.42,677.56,12.0,15.0,5.0,6.0,47.0,0.0,677.56,676.1941,4.0,3.0,195.58,0.12,6.0,677.56,7.99,0.16,0.36,2.77,5.41
O=C(O)c1cccc(NC(=O)[C@@H]2c3ccccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c1,3.79,4.0,0.76,3.96,3.92,528.96,7.0,10.0,2.0,2.0,38.0,-1.0,528.96,528.1313,1.0,1.0,130.31,0.36,6.0,528.96,12.36,0.23,2.75,5.02,6.54
COC(=O)c1cccc(CS(=O)(=O)N[C@H](CCCc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)c1,3.15,3.0,-1.44,2.78,9.17,704.89,8.0,12.0,6.0,7.0,50.0,1.0,704.89,704.3356,3.0,2.0,192.57,0.07,18.0,704.89,8.94,0.17,3.15,3.27,6.3
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CCC(c3c(Br)ccc(Cl)c3F)=CC1=O)c1cc-2ccn1,7.6,3.0,6.32,6.32,12.73,655.95,5.0,8.0,2.0,2.0,42.0,0.0,655.95,654.1045,2.0,2.0,100.63,0.28,3.0,655.95,15.39,0.33,2.5,10.03,10.1
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)c1c(F)cc(C)cc1F)c1nc-2c(Cl)[nH]1,6.11,3.0,5.03,5.03,9.96,560.0,5.0,9.0,4.0,4.0,39.0,0.0,560.0,559.1798,2.0,2.0,125.21,0.31,3.0,560.0,13.14,0.26,1.25,5.88,7.36
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.9,4.0,4.32,4.32,12.2,604.07,9.0,13.0,4.0,4.0,43.0,0.0,604.07,603.2109,2.0,1.0,168.81,0.23,5.0,604.07,13.55,0.26,3.29,4.85,8.19
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.9,4.0,4.06,4.06,12.23,604.07,9.0,13.0,4.0,4.0,43.0,0.0,604.07,603.2109,2.0,1.0,168.81,0.23,5.0,604.07,15.17,0.29,4.26,5.43,9.16
COC(=O)Nc1ccc(-c2c[nH]c([C@@H]3[C@@H](c4ccccc4)CCN3C(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)n2)cc1,5.65,5.0,5.1,5.1,12.58,595.06,8.0,11.0,2.0,2.0,43.0,0.0,595.06,594.1895,3.0,2.0,130.92,0.23,7.0,595.06,10.8,0.2,0.78,4.91,6.43
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CCC(c3cccc(Cl)c3)NC1=O)c1nc-2c[nH]1,5.78,3.0,3.8,3.8,12.23,549.03,5.0,10.0,4.0,4.0,39.0,0.0,549.03,548.1939,2.0,2.0,128.45,0.31,3.0,549.03,15.15,0.29,2.54,6.48,8.32
COC(=O)Nc1ccc2c(c1)NC(=O)CCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,5.31,4.0,4.09,4.09,9.97,624.49,9.0,13.0,4.0,4.0,43.0,0.0,624.49,623.1563,3.0,2.0,168.81,0.22,5.0,624.49,14.94,0.3,4.02,5.53,9.33
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.68,4.0,3.7,3.7,12.21,602.06,9.0,13.0,4.0,4.0,43.0,0.0,602.06,601.1953,2.0,1.0,168.81,0.19,5.0,602.06,16.42,0.31,5.21,5.86,9.89
COC(=O)Nc1ccc2c(c1)NC(=O)[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.51,4.0,3.87,3.87,12.2,590.04,9.0,13.0,4.0,4.0,42.0,0.0,590.04,589.1953,2.0,1.0,168.81,0.25,5.0,590.04,15.18,0.29,4.45,5.31,8.96
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1c(F)cc(C)cc1F)c1nc-2c(Cl)[nH]1,5.72,3.0,4.84,4.84,9.96,545.97,5.0,9.0,4.0,4.0,38.0,0.0,545.97,545.1641,2.0,2.0,125.21,0.33,3.0,545.97,14.65,0.29,2.28,6.39,8.0
COC(=O)Nc1ccc2c(c1)NC(=O)CC(C)CC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.51,4.0,3.61,3.62,12.23,590.04,9.0,13.0,4.0,4.0,42.0,0.0,590.04,589.1953,2.0,1.0,168.81,0.25,5.0,590.04,12.62,0.24,2.93,4.41,7.44
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,5.09,4.0,3.73,3.73,9.96,622.47,9.0,13.0,4.0,4.0,43.0,0.0,622.47,621.1407,3.0,2.0,168.81,0.18,5.0,622.47,16.91,0.33,5.43,6.23,10.52
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)/C=C/C[C@H](NC(=O)c1c(F)cc(C)cc1F)c1nc-2c(Cl)[nH]1,5.89,3.0,4.67,4.67,9.96,557.99,5.0,9.0,4.0,4.0,39.0,0.0,557.99,557.1641,2.0,2.0,125.21,0.3,3.0,557.99,14.2,0.28,2.03,6.33,7.92
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.27,4.0,3.33,3.33,12.22,576.02,9.0,13.0,4.0,4.0,41.0,0.0,576.02,575.1796,2.0,1.0,168.81,0.26,5.0,576.02,15.62,0.3,4.73,5.33,9.0
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,5.56,4.0,4.38,4.38,9.97,638.52,9.0,13.0,4.0,4.0,44.0,0.0,638.52,637.172,3.0,2.0,168.81,0.21,5.0,638.52,16.01,0.32,4.66,6.06,10.22
CC[C@H]1CCC[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(c[nH]2)-c2ccc(NC(=O)OC)cc2NC1=O,4.9,4.0,4.32,4.32,12.2,604.07,9.0,13.0,4.0,4.0,43.0,0.0,604.07,603.2109,2.0,1.0,168.81,0.23,6.0,604.07,13.5,0.26,3.25,4.83,8.15
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)C/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.68,4.0,3.95,3.95,12.18,602.06,9.0,13.0,4.0,4.0,43.0,0.0,602.06,601.1953,2.0,1.0,168.81,0.19,5.0,602.06,14.23,0.27,3.89,5.08,8.57
O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@H]1CCCCC(=O)Nc2cnccc2-c2ccnc1c2,4.16,4.0,2.78,2.78,13.03,514.98,8.0,10.0,2.0,2.0,37.0,0.0,514.98,514.1632,1.0,1.0,127.58,0.39,4.0,514.98,14.95,0.28,3.54,6.03,7.7
O=C(O)c1ccc(NC(=O)[C@@H]2c3cccc(N4CCOCC4)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,3.77,4.0,0.93,4.0,4.16,632.05,9.0,12.0,2.0,2.0,45.0,-1.0,632.05,631.1746,2.0,1.0,142.78,0.29,7.0,632.05,14.9,0.29,5.65,6.6,9.42
O=C(O)c1ccc(NC(=O)[C@@H]2c3cccc(N4CCSCC4)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,4.48,4.0,1.51,4.3,4.19,648.12,9.0,11.0,2.0,2.0,45.0,-1.0,648.12,647.1518,2.0,1.0,133.55,0.28,7.0,648.12,14.36,0.28,4.83,6.97,9.31
COC(=O)Nc1ccc(S(=O)(=O)C(C)C)c([C@H]2CCCN2C(=O)[C@H](Nc2ccc3c(N)nccc3c2)c2cccc(OC(F)F)c2)c1,6.3,4.0,3.46,4.77,12.5,667.74,9.0,11.0,3.0,4.0,47.0,1.0,667.74,667.2276,3.0,2.0,152.95,0.18,10.0,667.74,7.43,0.14,-1.34,3.24,4.96
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1.O=C(O)C(F)(F)F,4.35,4.0,0.86,2.85,9.88,606.05,5.0,8.0,5.0,7.0,35.0,1.0,492.03,491.22,1.0,0.0,138.5,0.26,7.0,606.05,19.35,0.37,5.17,6.88,9.52
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1.O=C(O)C(F)(F)F,4.35,4.0,0.86,2.85,9.88,606.05,5.0,8.0,5.0,7.0,35.0,1.0,492.03,491.22,1.0,0.0,138.5,0.26,7.0,606.05,18.49,0.35,4.75,6.57,9.1
